"GEOID","MedYearBuiltOwn","MedYearBuiltRent","PctBuilt90AftOwn","PctBuilt90AftRent","PctCompKitchOwn","PctCompKitchRent","PctCompPlumbOwn","PctCompPlumbRent","PctThreeRoomOwn","PctThreeRoomRent","PctFourRoomOwn","PctFourRoomRent"
"53005010400",1946,1947,0.023696682464455,0.0113636363636364,1,1,1,1,0.549763033175355,0.428571428571429,0.170616113744076,0.0454545454545455
"53005010500",1947,1946,0,0.0432692307692308,1,1,1,1,0.827751196172249,0.625,0.313397129186603,0.0961538461538462
"53005010600",1948,1962,0.307598039215686,0.068205666316894,1,0.990556138509968,1,1,0.746323529411765,0.324239244491081,0.188725490196078,0.0314795383001049
"53005010701",1995,1994,0.687882496940024,0.71830985915493,1,0.873239436619718,1,1,0.88249694002448,0.591549295774648,0.2203182374541,0.0704225352112676
"53005010703",1979,1978,0.346851654215582,0.345177664974619,1,1,1,1,0.762006403415155,0.238578680203046,0.138740661686233,0.0710659898477157
"53005010705",1996,1995,0.752933057280883,0.707386363636364,1,1,1,1,0.940648723257419,1,0.371980676328502,0.184659090909091
"53005010707",2005,2003,0.956756756756757,0.696428571428571,1,1,1,1,0.99027027027027,1,0.374054054054054,0.366071428571429
"53005010708",1993,1973,0.538540596094553,0.186528497409326,1,1,1,1,0.873586844809866,0.300518134715026,0.377183967112025,0.0362694300518135
"53005010803",2002,2002,0.765353663701821,0.79973474801061,1,0.927055702917772,1,1,0.920796272765777,0.446949602122016,0.462515883100381,0.163129973474801
"53005010805",1996,2002,0.687258687258687,0.703579418344519,1,1,1,1,0.945945945945946,0.20917225950783,0.453943739658025,0.0805369127516778
"53005010807",2001,2007,0.783333333333333,0.722972972972973,0.99,1,0.99,1,0.92,0.425675675675676,0.463333333333333,0.108108108108108
"53005010809",1993,1994,0.587276958882855,0.580544747081712,1,0.935408560311284,1,1,0.902249806051203,0.219455252918288,0.326609775019395,0.0443579766536965
"53005010810",1992,2003,0.542553191489362,0.833333333333333,0.995619524405507,0.913919413919414,0.995619524405507,1,0.866708385481852,0.141025641025641,0.463078848560701,0
"53005010811",2004,2011,0.805303558967202,1,1,1,1,1,0.979064898813678,0.176470588235294,0.586880669923238,0
"53005010813",2001,2004,0.6816,0.763581488933602,0.996,0.880281690140845,1,1,0.956533333333333,0.217303822937626,0.490666666666667,0.0251509054325956
"53005010814",2003,2011,0.839011925042589,0.666666666666667,1,1,1,1,0.95144804088586,1,0.603918228279387,0.666666666666667
"53005010901",1964,1972,0.192497532082922,0.0637329286798179,1,0.974962063732929,1,1,0.797630799605133,0.276934749620637,0.310957551826259,0
"53005010902",1974,1974,0.16331096196868,0.0900123304562269,1,1,1,1,0.870246085011186,0.32675709001233,0.243847874720358,0.00863131935881628
"53005011001",1973,1972,0.192372881355932,0.129976580796253,1,0.98711943793911,1,0.98711943793911,0.739830508474576,0.434426229508197,0.177118644067797,0.0690866510538642
"53005011002",1970,1972,0.205683355886333,0.0299727520435967,1,1,1,1,0.853856562922869,0.170753860127157,0.27063599458728,0.0163487738419619
"53005011100",1972,1970,0.274291497975709,0.0618556701030928,1,1,1,1,0.824898785425101,0.569955817378498,0.214068825910931,0.187039764359352
"53005011200",1952,1974,0.0327102803738318,0.127928772258669,1,0.994376757263355,1,1,0.616822429906542,0.295688847235239,0.138629283489097,0.0337394564198688
"53005011300",1954,1953,0.158878504672897,0.0392798690671031,0.988577362409138,1,1,1,0.601246105919003,0.30278232405892,0.203530633437176,0.0785597381342062
"53005011401",1968,1972,0.119383825417202,0.144486692015209,1,1,1,1,0.734274711168164,0.385931558935361,0.17201540436457,0.173003802281369
"53005011402",1971,1966,0.181930693069307,0.0362903225806452,1,0.963709677419355,1,0.963709677419355,0.925123762376238,0.540322580645161,0.424504950495049,0.278225806451613
"53005011501",1977,1974,0.32904502721425,0.0938511326860841,1,1,1,1,0.797130133597229,0.750809061488673,0.246907471548738,0.0647249190938511
"53005011503",1996,1982,0.640438568203805,0.391304347826087,1,0.963386727688787,1,1,0.849403418252177,0.402745995423341,0.367945823927765,0.121281464530892
"53005011504",1992,1976,0.565400843881857,0.193548387096774,1,1,1,1,0.95253164556962,1,0.345991561181435,0.338709677419355
"53005011600",2000,1987,0.736,0.48314606741573,1,1,0.956,1,0.64,0.719101123595506,0.18,0.191011235955056
"53005011700",1961,1971,0.142781033564198,0.224584103512015,1,0.926062846580407,1,1,0.784762919552477,0.255083179297597,0.237080447522643,0.0720887245841035
"53005011800",1982,1953,0.409430707303048,0.0294659300184162,1,1,1,1,0.820011500862565,0.416206261510129,0.206440483036228,0.0847145488029466
"53005011900",1980,1972,0.366455696202532,0.209705372616984,0.99746835443038,0.994800693240901,0.99746835443038,1,0.765822784810127,0.329289428076256,0.253164556962025,0.0329289428076256
"53005012000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53007960100",1992,1966,0.543076923076923,0.130434782608696,0.983076923076923,0.971014492753623,0.981538461538462,1,0.72,0.51207729468599,0.193846153846154,0.178743961352657
"53007960200",1987,1977,0.455344747801944,0.180281690140845,0.998149005090236,0.974647887323944,0.992596020360944,1,0.719111522443313,0.452112676056338,0.154558074965294,0.114084507042254
"53007960300",1980,1976,0.397405660377358,0.314393939393939,0.974646226415094,0.978535353535353,0.974646226415094,0.978535353535353,0.783608490566038,0.366161616161616,0.216981132075472,0.0441919191919192
"53007960400",1980,1970,0.381136950904393,0.0961098398169336,1,0.876430205949657,1,0.876430205949657,0.686046511627907,0.466819221967963,0.233850129198966,0.107551487414188
"53007960500",1987,1970,0.45859872611465,0.297153024911032,1,1,1,1,0.801968731905038,0.462633451957295,0.272727272727273,0.0355871886120996
"53007960600",1970,1966,0.253150057273769,0.243697478991597,1,0.942577030812325,1,1,0.77319587628866,0.261904761904762,0.326460481099656,0.0294117647058824
"53007960700",1994,1968,0.578988941548183,0.166666666666667,1,1,1,1,0.897314375987362,0.645833333333333,0.402053712480253,0.317708333333333
"53007960801",1994,1992,0.675025075225677,0.583333333333333,1,0.880952380952381,1,1,0.841524573721164,0.69047619047619,0.410230692076229,0.297619047619048
"53007960802",1978,1980,0.261204481792717,0.338754907459338,1,1,1,1,0.785014005602241,0.240044868199663,0.250700280112045,0.0622546270330903
"53007961000",1942,1947,0.0579268292682927,0.0755191944619257,1,1,0.991869918699187,1,0.579268292682927,0.191315292636879,0.24390243902439,0.0201384518565135
"53007961100",1958,1968,0.338381201044386,0.223529411764706,1,0.949732620320856,1,1,0.789033942558747,0.406417112299465,0.279895561357702,0.142245989304813
"53007961200",1988,1971,0.431896551724138,0.180272108843537,1,0.894557823129252,1,0.894557823129252,0.867241379310345,0.714285714285714,0.247413793103448,0.0952380952380952
"53007961301",1982,1982,0.443010752688172,0,1,0.553571428571429,1,1,0.849462365591398,0.223214285714286,0.382795698924731,0
"53007961302",1975,1977,0.244897959183673,0.30880829015544,0.991627420198849,1,0.991627420198849,1,0.821559392987964,0.30880829015544,0.313448456305599,0.101554404145078
"53009000200",1982,1975,0.319852941176471,0.182352941176471,0.977941176470588,1,0.963235294117647,1,0.599264705882353,0.458823529411765,0.0661764705882353,0.0764705882352941
"53009000300",1975,1976,0.146781789638932,0.247246022031824,0.994505494505495,1,0.99607535321821,1,0.795918367346939,0.2937576499388,0.240973312401884,0.0416156670746634
"53009000400",1978,1977,0.326530612244898,0.258992805755396,0.991496598639456,0.956834532374101,0.991496598639456,1,0.598639455782313,0.611510791366906,0.119047619047619,0.0287769784172662
"53009000600",1986,1990,0.43785084202085,0.513089005235602,0.981555733761026,0.968586387434555,0.981555733761026,0.968586387434555,0.668805132317562,0.544502617801047,0.136327185244587,0.120418848167539
"53009000700",1982,1976,0.388059701492537,0.250574712643678,0.990405117270789,0.947126436781609,0.990405117270789,0.947126436781609,0.680170575692964,0.652873563218391,0.134328358208955,0.326436781609195
"53009000800",1971,1980,0.211663066954644,0.177777777777778,1,0.987654320987654,1,1,0.645788336933045,0.377777777777778,0.190064794816415,0.0703703703703704
"53009000900",1939,1949,0.0344827586206897,0.136786188579017,1,1,1,1,0.486388384754991,0.181938911022576,0.14519056261343,0.0756972111553785
"53009001000",1942,1956,0.107865168539326,0.0265878877400295,1,0.961595273264402,1,1,0.541573033707865,0.10192023633678,0.229213483146067,0.0413589364844904
"53009001100",1966,1969,0.14421768707483,0.302936630602782,0.982312925170068,0.904173106646059,0.982312925170068,1,0.838095238095238,0.287480680061824,0.263945578231292,0.0726429675425039
"53009001200",1973,1976,0.260991580916745,0.255351681957187,1,0.986238532110092,1,0.99388379204893,0.793264733395697,0.212538226299694,0.318989710009355,0.0504587155963303
"53009001300",1976,1982,0.208928571428571,0.288753799392097,1,1,1,0.972644376899696,0.697321428571429,0.35258358662614,0.15625,0.13677811550152
"53009001400",1989,1976,0.482392397987703,0.0791666666666667,1,1,0.968697596422582,1,0.75684740078256,0.2,0.199552822806037,0
"53009001500",1989,2001,0.491803278688525,0.720379146919431,1,0.924170616113744,0.975409836065574,0.924170616113744,0.763661202185792,0.649289099526066,0.215846994535519,0.004739336492891
"53009001600",1987,1990,0.462357414448669,0.497777777777778,1,1,1,1,0.698859315589354,0.404444444444444,0.119391634980989,0.04
"53009001700",1985,1979,0.414762741652021,0.142857142857143,1,1,1,1,0.540128881077914,0.711943793911007,0.0843585237258348,0.217798594847775
"53009001800",1988,1979,0.470132743362832,0.174757281553398,1,1,0.981194690265487,1,0.670353982300885,0.233009708737864,0.182522123893805,0.0436893203883495
"53009001900",1990,1976,0.509221772379667,0.263986013986014,1,1,1,0.966783216783217,0.628879892037787,0.333916083916084,0.10706252811516,0.0559440559440559
"53009002000",1995,1999,0.583832335329341,0.755305867665418,1,1,1,1,0.67315369261477,0.279650436953808,0.0848303393213573,0
"53009002100",1979,1980,0.344262295081967,0.324972737186478,0.989911727616646,0.957470010905125,0.98234552332913,1,0.511979823455233,0.227917121046892,0.0491803278688525,0.019629225736096
"53009002300",1994,1975,0.599471249173827,0.263157894736842,1,0.976076555023923,0.994712491738268,1,0.56708526107072,0.409090909090909,0.102445472571051,0.155502392344498
"53009940000",1980,1985,0.28955223880597,0.397515527950311,0.985074626865672,1,0.991044776119403,1,0.788059701492537,0.602484472049689,0.295522388059701,0.0869565217391304
"53009990100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53011040101",1994,1980,0.627403846153846,0.33245382585752,1,1,0.975961538461538,1,0.872596153846154,0.577836411609499,0.266025641025641,0.200527704485488
"53011040102",1992,1977,0.55363321799308,0.397058823529412,1,0.911764705882353,1,0.911764705882353,0.903114186851211,0.419117647058824,0.367935409457901,0.161764705882353
"53011040201",1994,1983,0.631728045325779,0.352150537634409,1,1,0.991501416430595,1,0.890651558073654,0.56989247311828,0.326345609065156,0.196236559139785
"53011040202",1991,1987,0.54016620498615,0.393103448275862,1,1,0.987072945521699,1,0.869806094182826,0.817241379310345,0.2668513388735,0.337931034482759
"53011040203",1990,1992,0.508044554455445,0.594736842105263,1,1,1,1,0.899133663366337,0.705263157894737,0.379950495049505,0.157894736842105
"53011040301",1992,1983,0.566326530612245,0.41025641025641,0.993197278911565,1,0.993197278911565,1,0.831632653061224,0.692307692307692,0.272108843537415,0
"53011040302",2004,2000,0.757396449704142,0.534274193548387,1,1,0.972527472527473,1,0.972104818258664,0.762096774193548,0.588334742180896,0.147177419354839
"53011040403",1989,1967,0.490733279613215,0.243137254901961,1,1,1,1,0.916196615632554,0.701960784313725,0.34085414987913,0.262745098039216
"53011040407",1994,1989,0.64043082021541,0.46740467404674,1,0.974169741697417,1,1,0.956089478044739,0.498154981549816,0.227009113504557,0.0959409594095941
"53011040408",1996,1976,0.621673003802281,0.202380952380952,1,1,1,1,0.972433460076046,0.202380952380952,0.540874524714829,0
"53011040409",1990,1981,0.514726507713885,0.333333333333333,1,1,1,1,0.929873772791024,1,0.387096774193548,0
"53011040411",1993,2000,0.567307692307692,0.825657894736842,1,0.990131578947368,1,1,0.598557692307692,0.0970394736842105,0.3125,0.0509868421052632
"53011040412",1994,1996,0.643247462919594,0.748538011695906,1,1,1,1,0.82903981264637,0.565302144249513,0.372365339578454,0.224171539961014
"53011040413",1994,2002,0.672064777327935,0.811428571428571,0.987854251012146,0.957142857142857,0.967611336032389,1,0.863697705802969,0.308571428571429,0.34412955465587,0.12
"53011040414",2004,2003,0.887517146776406,1,0.977366255144033,1,1,1,0.971879286694102,0.721518987341772,0.401234567901235,0.283544303797468
"53011040415",1994,1991,0.642452830188679,0.527027027027027,1,0.97972972972973,1,0.97972972972973,0.941509433962264,0.317567567567568,0.263207547169811,0.117117117117117
"53011040416",1993,1996,0.603066439522998,0.80952380952381,1,1,1,1,0.937819420783646,0.69047619047619,0.374787052810903,0.5
"53011040504",1988,1982,0.454110135674381,0.367924528301887,1,1,1,1,0.913008778930567,0.641509433962264,0.356743814844374,0
"53011040505",1989,1990,0.471258134490239,0.517006802721088,0.995661605206074,0.959183673469388,1,1,0.90997830802603,0.761904761904762,0.497288503253796,0.285714285714286
"53011040507",1991,1985,0.550102249488753,0.364179104477612,1,1,1,1,0.787321063394683,0.373134328358209,0.159509202453988,0
"53011040508",1998,1975,0.75459825750242,0.235127478753541,1,1,1,1,0.94917715392062,0.555240793201133,0.379961277831559,0.0991501416430595
"53011040509",1962,1971,0.243369734789392,0.0858995137763371,1,0.980551053484603,1,1,0.823712948517941,0.316045380875203,0.249609984399376,0.0421393841166937
"53011040510",1997,1996,0.636166756903086,0.65891472868217,0.995668651867894,1,1,1,0.866811044937737,0.751937984496124,0.439090416892258,0.0775193798449612
"53011040511",1995,1991,0.712660028449502,0.556962025316456,1,1,1,0.772151898734177,0.880512091038407,0.911392405063291,0.379800853485064,0.0506329113924051
"53011040603",1984,1983,0.369439071566731,0.370786516853933,1,1,1,1,0.910380399742102,0.730337078651685,0.412637008381689,0.185393258426966
"53011040604",1995,1996,0.724946695095949,0.753387533875339,0.986496090973703,1,1,1,0.961620469083156,0.953929539295393,0.325515280739161,0.235772357723577
"53011040605",1996,1996,0.552552552552553,0.675874769797422,1,0.977900552486188,1,1,0.883633633633634,0.476979742173112,0.445195195195195,0.180478821362799
"53011040608",2001,1999,0.906919275123559,0.795081967213115,1,1,1,1,0.976935749588138,0.967213114754098,0.592257001647446,0.508196721311475
"53011040609",2002,2003,0.972873900293255,0.953488372093023,1,1,1,1,0.995601173020528,0.912790697674419,0.678885630498534,0.459302325581395
"53011040610",1997,1991,0.816069699903195,0.521739130434783,1,1,1,1,0.96999031945789,0.921739130434783,0.625363020329138,0.217391304347826
"53011040703",1991,1986,0.553452115812918,0.389447236180905,1,1,1,1,0.980512249443207,0.64572864321608,0.17706013363029,0.0954773869346734
"53011040706",1979,1994,0.310096153846154,0.708245243128964,1,0.978858350951374,0.981971153846154,1,0.778846153846154,0.291754756871036,0.106971153846154,0.0359408033826638
"53011040707",1979,1981,0.265921787709497,0.1875,0.992178770949721,1,0.992178770949721,1,0.977653631284916,0.754807692307692,0.205586592178771,0
"53011040709",2001,2003,0.681697612732096,0.797590361445783,1,0.973493975903614,1,0.973493975903614,0.970822281167109,0.455421686746988,0.541114058355438,0.173493975903614
"53011040710",1992,2003,0.545509708737864,0.759381898454746,0.953883495145631,0.876379690949227,0.968446601941748,1,0.856796116504854,0.22075055187638,0.390169902912621,0.169977924944812
"53011040711",1994,1987,0.742088607594937,0.33096926713948,1,1,1,1,0.979430379746835,0.425531914893617,0.275316455696203,0.016548463356974
"53011040712",1997,1994,0.906066536203523,0.693037974683544,1,1,1,1,0.953033268101761,0.810126582278481,0.293542074363992,0.180379746835443
"53011040803",1990,1976,0.50710315009265,0.312903225806452,1,1,1,1,0.939468807906115,0.454838709677419,0.427424336009883,0.106451612903226
"53011040805",1993,2011,0.613283342260311,0.795918367346939,1,1,1,1,0.910016068559186,0.647495361781076,0.371719335832887,0.137291280148423
"53011040806",1983,2002,0.427448177269478,0.721461187214612,1,1,1,1,0.970693352394568,1,0.401000714796283,0.406392694063927
"53011040808",1994,1970,0.619140625,0.333333333333333,1,1,1,1,0.8046875,0.571428571428571,0.275390625,0.238095238095238
"53011040809",1997,1985,0.710100231303007,0.389913899138991,1,1,1,1,0.920585967617579,0.361623616236162,0.447185813415574,0
"53011040810",1995,1979,0.710682492581602,0.318877551020408,1,1,1,1,0.977744807121662,0.581632653061224,0.372403560830861,0.0841836734693878
"53011040904",1986,1983,0.431454418928323,0.340057636887608,1,1,1,1,0.926931106471816,0.248799231508165,0.381350034794711,0.0499519692603266
"53011040905",1991,1950,0.535393818544367,0.0803571428571429,1,1,1,1,0.914257228315055,0.558035714285714,0.498504486540379,0.125
"53011040907",1997,2000,0.747119815668203,0.893129770992366,1,1,1,1,0.959677419354839,1,0.619239631336406,0.137404580152672
"53011040908",1980,1981,0.446673189823875,0.454198473282443,1,1,1,1,0.966242661448141,0.950381679389313,0.466731898238748,0.0916030534351145
"53011040909",1990,1991,0.486518873576992,0.561032863849765,1,1,1,1,0.791491911324146,0.537558685446009,0.278010784901138,0.276995305164319
"53011040910",2002,2001,0.792274678111588,0.694864048338369,1,1,1,1,0.836051502145923,0.957703927492447,0.505579399141631,0.462235649546828
"53011041003",1966,1982,0.183529411764706,0.288401253918495,1,1,1,1,0.861960784313725,0.197492163009404,0.329411764705882,0.119122257053292
"53011041005",1949,1983,0.12476370510397,0.426506024096386,1,1,1,1,0.572778827977316,0.214457831325301,0.0718336483931947,0
"53011041007",1963,1975,0.164772727272727,0.129482071713147,0.954545454545455,0.99003984063745,1,1,0.843181818181818,0.316733067729084,0.217045454545455,0.161354581673307
"53011041008",1979,1978,0.265356265356265,0.27710843373494,1,0.975903614457831,1,1,0.944307944307944,0.955823293172691,0.386568386568387,0.333333333333333
"53011041009",1977,1984,0.204819277108434,0.467515923566879,1,0.940127388535032,1,1,0.82289156626506,0.24203821656051,0.318072289156626,0.0585987261146497
"53011041010",1984,1984,0.418470418470418,0.300613496932515,0.987012987012987,0.983640081799591,1,0.989775051124744,0.640692640692641,0.244376278118609,0.297258297258297,0.0501022494887526
"53011041011",1972,1975,0.276023391812866,0.127371273712737,1,1,1,1,0.929824561403509,0.398373983739837,0.207017543859649,0.024390243902439
"53011041104",1980,1991,0.336705202312139,0.519623233908948,0.991329479768786,0.965463108320251,0.991329479768786,0.965463108320251,0.930635838150289,0.543171114599686,0.248554913294798,0
"53011041105",1986,1995,0.472636815920398,0.584837545126354,0.993781094527363,0.978339350180505,0.993781094527363,1,0.888681592039801,0.666064981949459,0.246268656716418,0.122743682310469
"53011041107",1995,1999,0.646990740740741,0.706896551724138,1,1,1,1,0.922453703703704,0.850574712643678,0.228009259259259,0.120689655172414
"53011041108",1991,1997,0.531951640759931,0.705851344227728,1,0.841328413284133,1,1,0.61139896373057,0.245651027938851,0.077720207253886,0.00158144438587243
"53011041110",1978,1991,0.382022471910112,0.52037037037037,1,1,1,1,0.87239165329053,0.609259259259259,0.351524879614767,0.0814814814814815
"53011041111",1996,1979,0.578947368421053,0.391696750902527,1,0.989169675090253,1,1,0.526315789473684,0.148916967509025,0.0676691729323308,0.0496389891696751
"53011041112",1978,2000,0.32973944294699,0.774733637747336,1,1,1,1,0.855345911949686,0.193302891933029,0.204851752021563,0.103500761035008
"53011041201",1974,1993,0.29022324865281,0.647305808257523,1,1,1,1,0.847575057736721,0.154653603918824,0.375673595073133,0.0377886634009797
"53011041203",1977,1987,0.321025641025641,0.397321428571429,1,1,1,1,0.916923076923077,0.466517857142857,0.252307692307692,0.1015625
"53011041205",1993,1990,0.646188850967008,0.495782567947516,1,0.959700093720712,1,1,0.777019340159272,0.220243673851921,0.295790671217292,0.0590440487347704
"53011041206",1975,1984,0.189043209876543,0.451754385964912,1,1,1,1,0.912037037037037,0.327485380116959,0.095679012345679,0.0555555555555556
"53011041309",1977,1987,0.191938579654511,0.411021814006889,1,1,1,1,0.929942418426104,0.134328358208955,0.414587332053743,0.0551090700344432
"53011041310",1990,1986,0.488803582853487,0.310991957104558,1,0.86058981233244,1,1,0.614203454894434,0.382037533512064,0.144593730006398,0
"53011041312",1997,1994,0.667812142038946,0.647919010123735,1,1,1,1,0.820160366552119,0.331833520809899,0.11454753722795,0.062992125984252
"53011041313",1980,1990,0.485530546623794,0.515974440894569,0.97427652733119,1,1,1,0.694533762057878,0.220447284345048,0.218649517684887,0.0303514376996805
"53011041317",1977,2001,0.313213703099511,0.706772334293948,1,0.960374639769452,1,1,0.952691680261011,0.177233429394813,0.197389885807504,0.00864553314121038
"53011041318",1978,1992,0.236213235294118,0.571779141104295,1,1,1,1,0.913602941176471,0.493251533742331,0.306066176470588,0.052760736196319
"53011041319",1993,1984,0.685111989459816,0.243781094527363,1,1,1,1,0.958498023715415,0.434494195688226,0.310935441370224,0.054726368159204
"53011041320",1978,1989,0.351758793969849,0.460443037974684,1,1,1,1,0.914572864321608,0.503164556962025,0.198994974874372,0.069620253164557
"53011041321",1996,2000,0.788277511961722,0.941391941391941,1,1,1,1,0.88755980861244,0.663003663003663,0.394736842105263,0.172161172161172
"53011041322",1978,1991,0.195402298850575,0.544624033731553,1,0.907238229093465,1,0.978215038650738,0.896551724137931,0.221363316936051,0.247126436781609,0.0267041461700632
"53011041323",1985,1984,0.29253112033195,0.326576576576577,1,1,1,1,0.8350622406639,0.398648648648649,0.186721991701245,0
"53011041325",2000,1994,0.819605568445476,0.604519774011299,1,1,1,1,0.895011600928074,0.88135593220339,0.489559164733179,0.265536723163842
"53011041326",1995,1996,0.805510534846029,0.790697674418605,1,1,1,1,0.975688816855754,0.924418604651163,0.231766612641815,0.168604651162791
"53011041327",2001,2002,0.911381016644175,0.941340782122905,1,1,1,1,0.991003148897886,0.849162011173184,0.562303193882141,0.167597765363128
"53011041328",1997,2001,0.956036287508723,0.916360968451944,1,0.946441672780631,1,1,0.912072575017446,0.323550990462216,0.230286113049546,0.0212765957446809
"53011041329",1995,2003,0.911504424778761,1,1,0.756756756756757,1,1,0.969026548672566,0.381558028616852,0.375221238938053,0.135135135135135
"53011041330",1979,1994,0.323478260869565,0.630630630630631,1,1,1,1,0.904347826086957,0.945945945945946,0.112173913043478,0.048048048048048
"53011041331",1992,1992,0.55793991416309,0.602362204724409,1,1,1,1,0.886266094420601,0.375984251968504,0.343347639484979,0.0748031496062992
"53011041332",1990,1991,0.492096944151739,0.524096385542169,0.989462592202318,1,0.989462592202318,1,0.968387776606955,1,0.22550052687039,0.156626506024096
"53011041333",1987,1993,0.415730337078652,0.676470588235294,1,1,1,1,0.958426966292135,1,0.225842696629213,0.343137254901961
"53011041400",1984,1978,0.474125874125874,0.359046283309958,0.989510489510489,1,1,1,0.818181818181818,0.525946704067321,0.343356643356643,0.124824684431978
"53011041500",1943,1972,0.175,0.239130434782609,1,1,1,1,0.764285714285714,0.327898550724638,0.342857142857143,0.088768115942029
"53011041600",1972,1977,0.240469208211144,0.296626984126984,1,1,1,1,0.697947214076246,0.180555555555556,0.187683284457478,0.0476190476190476
"53011041700",1949,1973,0.0714285714285714,0.130718954248366,1,1,1,1,0.658730158730159,0.0827886710239651,0.0952380952380952,0
"53011041800",1947,1969,0.157303370786517,0.1,0.980024968789014,0.967088607594937,0.990012484394507,1,0.48689138576779,0.177215189873418,0.0986267166042447,0
"53011041900",1939,1968,0.037593984962406,0.0663082437275986,1,0.980286738351254,1,1,0.659147869674185,0.0842293906810036,0.210526315789474,0.0376344086021505
"53011042000",1947,1949,0.0466830466830467,0,1,1,1,1,0.687960687960688,0.408026755852843,0.294840294840295,0.0903010033444816
"53011042100",1942,1963,0.180406212664277,0.193473193473193,1,1,1,1,0.741935483870968,0.363636363636364,0.259259259259259,0.00932400932400932
"53011042300",1939,1971,0.0753205128205128,0.178777393310265,1,0.978085351787774,1,0.935409457900807,0.628205128205128,0.0841983852364475,0.142628205128205,0.0103806228373702
"53011042400",2004,1998,0.877862595419847,0.575635876840696,0.961832061068702,0.970548862115127,1,1,0,0.0977242302543507,0,0.0254350736278447
"53011042500",1939,1965,0.0651162790697674,0.344827586206897,0.981395348837209,1,1,1,0.572093023255814,0.160919540229885,0.325581395348837,0.078544061302682
"53011042600",1978,1975,0.407211028632025,0.269162210338681,1,0.980392156862745,1,0.980392156862745,0.375397667020148,0.0742721330956625,0.102863202545069,0
"53011042700",1951,1974,0.0785123966942149,0.116012084592145,1,1,1,1,0.615702479338843,0.0972809667673716,0.204545454545455,0.0187311178247734
"53011042800",1960,1962,0.021398002853067,0,1,1,1,1,0.817403708987161,0.39304347826087,0.289586305278174,0.104347826086957
"53011042900",1966,1972,0.08,0.0252525252525253,1,1,1,1,0.968,0.565656565656566,0.285333333333333,0.131313131313131
"53011043000",1962,1965,0.0245231607629428,0.0218068535825545,1,0.978193146417445,1,1,0.956403269754768,0.373831775700935,0.17983651226158,0.0404984423676012
"53011043100",1962,1958,0.150877192982456,0.0317124735729387,1,1,1,1,0.78859649122807,0.477801268498943,0.240350877192982,0.0507399577167019
"53013960200",1948,1954,0.188150520416333,0.0686274509803922,1,1,0.99839871897518,1,0.715772618094476,0.33921568627451,0.294635708566854,0.125490196078431
"53015000300",1970,1964,0.0977777777777778,0.051948051948052,0.986666666666667,1,1,1,0.102222222222222,0,0,0
